EmployeeID,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager
786,Travel_Frequently,1240,"Research & Development",9,3,Medical,1,63,3,1,"Research Scientist",1,2942,12154,2,No,19,3,18,5,4,0,3
787,Travel_Rarely,796,"Research & Development",12,5,Medical,4,51,2,3,Developer,3,8858,15669,0,No,11,3,15,14,8,7,8
788,Non-Travel,444,"Research & Development",2,1,Medical,3,40,2,4,Manager,2,16756,17323,7,No,15,2,31,9,7,6,2
789,Travel_Rarely,415,Sales,25,3,Medical,3,79,2,3,"Sales Executive",3,10798,5268,5,No,13,1,18,1,0,0,0
790,Travel_Frequently,769,Sales,9,3,Marketing,4,54,3,1,"Sales Representative",3,2323,17205,1,Yes,14,3,2,2,2,0,2
791,Travel_Rarely,1334,"Research & Development",10,3,"Life Sciences",3,36,2,1,Developer,2,1416,17258,1,No,13,1,1,1,0,1,0
792,Travel_Rarely,1003,"Research & Development",8,4,"Life Sciences",4,74,2,2,"Research Scientist",2,4615,21029,8,Yes,23,4,19,16,13,1,7
793,Travel_Rarely,1323,"Research & Development",4,4,"Life Sciences",1,34,3,1,"Research Scientist",1,2461,10332,9,Yes,12,3,18,10,0,2,7
794,Non-Travel,1366,"Research & Development",24,2,"Technical Degree",2,72,2,3,"Healthcare Representative",2,8722,12355,1,No,12,2,10,10,7,1,9
795,Travel_Rarely,192,"Research & Development",1,2,Medical,1,59,2,1,Developer,2,3955,11141,1,No,16,1,6,5,3,1,3
796,Travel_Rarely,1176,"Research & Development",20,3,Other,3,85,3,2,Developer,2,9957,9096,0,No,15,3,7,6,2,0,2
797,Travel_Rarely,509,"Research & Development",7,2,"Technical Degree",2,43,4,1,"Research Scientist",1,3376,18863,1,No,13,3,10,10,6,0,8
798,Travel_Rarely,330,"Research & Development",17,1,"Life Sciences",3,65,2,3,"Healthcare Representative",1,8823,24608,0,No,18,3,20,19,9,1,9
799,Travel_Rarely,1492,"Research & Development",20,4,"Technical Degree",1,61,3,3,"Healthcare Representative",3,10322,26542,4,No,20,4,14,11,10,11,1
800,Non-Travel,1277,"Research & Development",8,5,"Life Sciences",1,87,1,1,Developer,1,4621,5869,1,No,19,1,3,3,2,1,2
801,Travel_Frequently,1091,"Research & Development",2,1,"Life Sciences",4,65,3,3,Developer,4,10976,15813,3,No,18,1,23,3,2,1,2
802,Travel_Rarely,857,"Research & Development",10,3,Other,3,59,3,2,"Research Scientist",1,3660,7909,3,No,13,2,10,8,7,1,7
803,Travel_Rarely,1376,HR,1,2,Medical,2,91,2,3,HR,2,10482,2326,9,No,14,3,24,20,6,3,6
804,Travel_Rarely,654,"Research & Development",5,3,"Life Sciences",4,34,2,3,"Healthcare Representative",3,7119,21214,4,No,15,3,9,3,2,1,2
805,Travel_Rarely,1204,Sales,4,3,"Technical Degree",4,86,3,3,"Sales Executive",2,9582,10333,0,Yes,22,4,9,8,7,4,7
806,Travel_Frequently,827,"Research & Development",29,4,Medical,1,54,2,2,"Research Scientist",1,4508,3129,1,No,22,4,14,13,7,3,8
807,Travel_Rarely,895,"Research & Development",15,2,"Life Sciences",1,50,3,1,Developer,1,2207,22482,1,No,16,3,4,4,2,2,2
808,Travel_Frequently,618,"Research & Development",3,1,"Life Sciences",1,45,3,2,"Healthcare Representative",3,7756,22266,0,No,17,2,7,6,2,0,4
809,Travel_Rarely,309,Sales,10,4,"Life Sciences",4,88,2,2,"Sales Executive",3,6694,24223,2,Yes,14,3,8,1,0,0,0
810,Travel_Rarely,1219,"Research & Development",4,1,"Technical Degree",4,32,3,1,Developer,3,3691,4605,1,Yes,15,2,7,7,7,5,6
811,Travel_Rarely,1330,"Research & Development",21,3,Medical,1,37,3,1,Developer,1,2377,19373,1,No,20,4,1,1,1,0,0
812,Travel_Rarely,1017,"Research & Development",25,3,Medical,1,55,2,1,"Research Scientist",4,2313,2993,4,Yes,20,2,5,2,2,2,2
813,Travel_Rarely,469,"Research & Development",2,2,Medical,4,35,3,4,Manager,2,17665,14399,0,No,17,2,23,22,6,13,7
814,Travel_Frequently,1009,"Research & Development",1,3,Medical,1,45,2,1,Developer,4,2596,7160,1,No,15,1,1,1,0,0,0
815,Travel_Frequently,959,Sales,1,4,Other,4,81,3,2,"Sales Executive",1,4728,17251,3,Yes,14,3,5,0,0,0,0
816,Travel_Frequently,970,Sales,7,3,"Life Sciences",4,30,3,2,"Sales Executive",4,4302,13401,0,No,17,2,4,3,2,0,2
817,Non-Travel,697,"Research & Development",3,4,"Life Sciences",3,40,2,1,"Research Scientist",3,2979,22478,3,No,17,1,6,0,0,0,0
818,Non-Travel,1262,"Research & Development",1,4,Medical,1,35,4,4,Manager,3,16885,16154,2,No,22,4,27,5,4,2,1
819,Non-Travel,1050,Sales,9,4,"Life Sciences",2,65,2,2,"Sales Executive",1,5593,17970,1,No,13,1,15,15,10,4,12
820,Travel_Rarely,994,"Research & Development",7,4,"Life Sciences",2,87,3,3,"Healthcare Representative",4,10445,15322,7,No,19,3,18,8,6,4,0
821,Travel_Rarely,770,Sales,10,4,Marketing,3,73,2,3,"Sales Executive",1,8740,5569,0,Yes,14,2,9,8,7,2,7
822,Travel_Rarely,1107,"Research & Development",28,4,"Life Sciences",3,93,3,1,"Research Scientist",3,2514,26968,4,No,22,4,11,7,5,1,7
823,Travel_Rarely,950,"Research & Development",3,3,Medical,4,93,3,3,Developer,4,7655,8039,0,No,17,3,10,9,7,1,7
824,Travel_Rarely,406,Sales,3,1,Marketing,1,52,3,4,Manager,1,17465,15596,3,No,12,3,23,12,9,4,9
825,Travel_Rarely,130,Sales,2,2,Marketing,4,32,3,3,"Sales Executive",4,7351,20619,7,No,16,3,10,1,0,0,0
826,Travel_Frequently,1082,"Research & Development",27,3,"Life Sciences",3,83,3,3,Developer,2,10820,11535,8,No,11,3,18,8,7,0,1
827,Travel_Frequently,203,"Research & Development",2,3,"Life Sciences",1,84,3,4,"Healthcare Representative",3,12169,13547,7,No,11,2,21,18,7,11,5
828,Travel_Rarely,1308,"Research & Development",14,3,Medical,3,44,2,5,"Research Director",1,19626,17544,1,No,14,3,21,20,7,4,9
829,Travel_Rarely,984,"Research & Development",1,1,"Technical Degree",4,70,2,1,"Research Scientist",4,2070,25326,1,Yes,11,1,2,2,2,2,2
830,Non-Travel,439,"Research & Development",9,3,"Life Sciences",3,70,3,2,Developer,4,6782,8770,9,No,15,3,9,5,4,0,3
831,Non-Travel,217,"Research & Development",18,4,"Life Sciences",1,78,3,2,Developer,3,7779,23238,2,No,20,4,18,11,9,0,9
832,Travel_Frequently,793,Sales,20,3,"Life Sciences",3,67,4,1,"Sales Representative",3,2791,21981,0,No,12,1,3,2,2,2,2
833,Travel_Rarely,1451,"Research & Development",2,1,"Life Sciences",1,67,2,1,"Research Scientist",4,3201,19911,0,No,17,3,6,5,3,0,4
834,Travel_Frequently,1182,Sales,11,2,Marketing,4,54,3,2,"Sales Executive",3,4968,18500,1,No,11,3,5,5,2,0,2
835,Travel_Rarely,174,Sales,8,4,"Technical Degree",4,56,2,4,"Sales Executive",4,13120,11879,6,No,17,3,22,9,8,2,3
836,Travel_Frequently,1003,"Research & Development",2,2,"Life Sciences",4,95,3,2,Developer,1,4033,15834,2,No,11,1,5,3,2,0,2
837,Travel_Frequently,490,"Research & Development",10,3,"Life Sciences",4,61,3,1,"Research Scientist",4,3291,17940,0,No,14,3,8,7,5,1,1
838,Travel_Rarely,188,"Research & Development",29,3,Medical,2,56,1,2,Developer,3,4272,9558,4,No,19,1,16,1,0,0,0
839,Travel_Rarely,718,"Research & Development",8,1,Medical,2,79,2,2,Developer,3,5056,17689,1,Yes,15,3,10,10,7,1,2
840,Travel_Rarely,433,HR,1,3,"Human Resources",3,37,4,1,HR,1,2844,6004,1,No,13,3,7,7,6,5,0
841,Travel_Frequently,773,"Research & Development",6,3,"Life Sciences",3,39,2,1,"Research Scientist",1,2703,22088,1,Yes,14,1,3,3,1,0,2
842,Non-Travel,247,"Research & Development",8,1,Medical,3,80,3,1,Developer,1,1904,13556,1,No,12,2,0,0,0,0,0
843,Travel_Rarely,603,Sales,9,4,Marketing,1,77,3,2,"Sales Executive",2,8224,18385,0,Yes,17,2,6,5,2,0,3
844,Travel_Rarely,167,"Research & Development",12,4,"Life Sciences",2,46,3,1,Developer,3,4766,9051,3,Yes,11,3,6,1,0,0,0
845,Travel_Frequently,874,"Research & Development",15,3,Medical,3,72,3,1,Developer,1,2610,6233,1,No,12,1,2,2,2,2,2
846,Travel_Rarely,367,"Research & Development",25,2,Medical,3,52,2,2,"Healthcare Representative",3,5731,17171,7,No,13,2,9,6,2,1,3
847,Travel_Rarely,199,"Research & Development",6,3,"Life Sciences",4,55,2,1,"Research Scientist",1,2539,7950,1,No,13,3,4,4,2,2,2
848,Travel_Rarely,1400,Sales,9,1,"Life Sciences",2,70,3,2,"Sales Executive",1,5714,5829,1,No,20,4,6,6,5,1,3
849,Travel_Rarely,528,HR,8,4,"Technical Degree",3,100,3,1,HR,1,4323,7108,1,No,17,1,6,5,4,1,4
850,Travel_Rarely,408,Sales,23,1,"Life Sciences",4,45,2,3,"Sales Executive",2,7336,11162,1,No,13,3,11,11,8,3,10
851,Travel_Frequently,593,"Research & Development",9,4,Medical,2,88,3,3,"Research Director",1,13499,13782,9,No,17,2,20,18,7,2,13
852,Travel_Frequently,481,Sales,12,3,"Life Sciences",3,44,3,4,"Sales Executive",2,13758,2447,0,Yes,12,3,22,21,9,13,14
853,Travel_Rarely,647,Sales,4,4,Marketing,2,45,3,2,"Sales Executive",2,5155,2253,7,No,13,2,9,6,4,1,5
854,Travel_Rarely,982,"Research & Development",1,4,Medical,4,58,2,1,Developer,1,2258,16340,6,No,12,3,10,8,0,1,7
855,Travel_Rarely,477,"Research & Development",24,3,Medical,4,49,3,1,Developer,4,3597,6409,8,No,22,4,6,4,3,1,2
856,Travel_Rarely,1485,"Research & Development",12,1,"Life Sciences",3,79,3,1,Developer,3,2515,22955,1,Yes,11,3,1,1,1,0,0
857,Travel_Rarely,1384,"Research & Development",3,4,Medical,1,82,4,1,Developer,3,4420,13421,1,No,22,4,8,8,7,0,7
858,Travel_Rarely,852,Sales,10,3,Marketing,3,72,2,2,"Sales Executive",1,6578,2706,1,No,18,3,10,10,3,1,4
859,Travel_Frequently,902,"Research & Development",26,2,Medical,3,92,2,2,"Research Scientist",3,4422,21203,3,Yes,13,3,16,1,1,0,0
860,Travel_Rarely,819,"Research & Development",2,3,"Life Sciences",3,44,2,3,Developer,4,10274,19588,2,No,18,2,15,7,7,6,4
861,Travel_Frequently,669,"Research & Development",1,3,Medical,4,97,2,2,"Healthcare Representative",2,5343,25755,0,No,20,4,14,13,9,4,9
862,Travel_Frequently,636,"Research & Development",4,4,Other,4,47,2,1,Developer,3,2376,26537,1,No,13,1,2,2,2,2,2
863,Travel_Rarely,1372,Sales,9,3,Marketing,1,85,1,2,"Sales Executive",1,5346,9489,8,No,13,3,7,4,3,1,3
864,Non-Travel,862,Sales,2,1,"Life Sciences",3,76,3,1,"Sales Representative",2,2827,14947,1,No,12,3,1,1,0,0,0
865,Travel_Rarely,718,"Research & Development",4,4,"Technical Degree",4,92,3,5,Manager,2,19943,18575,4,No,13,3,28,5,2,4,2
866,Travel_Rarely,1401,"Research & Development",6,1,Medical,2,54,3,1,Developer,3,3131,26342,1,No,13,3,10,10,8,0,8
867,Travel_Rarely,645,"Research & Development",9,2,"Life Sciences",3,54,3,1,"Research Scientist",2,2552,7172,1,No,25,4,1,1,1,0,0
868,Travel_Rarely,1457,"Research & Development",7,3,Medical,1,83,3,1,"Research Scientist",1,4477,20100,4,Yes,19,1,7,3,2,0,2
869,Travel_Rarely,977,"Research & Development",1,3,"Life Sciences",4,56,2,2,Developer,3,6474,9961,1,No,13,1,14,14,8,3,11
870,Travel_Rarely,805,"Research & Development",3,3,"Life Sciences",1,87,2,1,Developer,1,3033,12828,1,No,12,3,2,2,2,1,2
871,Travel_Rarely,1097,"Research & Development",10,4,"Life Sciences",3,96,3,1,"Research Scientist",1,2936,10826,1,Yes,11,3,6,6,4,0,2
872,Travel_Rarely,1223,"Research & Development",7,2,Medical,4,50,3,5,Manager,1,18606,18640,3,No,18,2,26,7,7,4,7
873,Travel_Rarely,942,"Research & Development",15,1,"Life Sciences",2,69,1,1,"Research Scientist",3,2168,26933,0,Yes,18,3,6,5,4,1,3
874,Travel_Frequently,1256,"Research & Development",3,4,"Life Sciences",3,48,2,1,"Research Scientist",3,2853,4223,0,Yes,11,3,1,0,0,0,0
875,Travel_Rarely,1402,Sales,2,3,Marketing,3,69,3,4,Manager,2,17048,24097,8,No,23,4,28,26,15,15,9
876,Non-Travel,111,"Research & Development",17,3,"Life Sciences",4,74,1,1,"Research Scientist",1,2290,4279,2,No,13,2,6,0,0,0,0
877,Travel_Rarely,147,HR,2,3,"Human Resources",2,99,3,1,HR,1,3600,8429,1,No,13,3,5,5,4,1,4
878,Non-Travel,906,"Research & Development",5,2,"Life Sciences",1,95,2,1,"Research Scientist",2,2107,20293,6,No,17,2,5,1,0,0,0
879,Travel_Rarely,1329,Sales,29,4,"Life Sciences",3,61,3,2,"Sales Executive",2,4115,13192,8,No,19,2,8,4,3,0,3
880,Travel_Frequently,1184,Sales,2,4,Medical,2,62,3,2,"Sales Executive",4,4327,25440,5,No,12,2,5,0,0,0,0
881,Travel_Frequently,1421,"Research & Development",2,3,Medical,4,30,3,4,Manager,2,17856,9490,2,No,22,4,32,2,2,2,2
882,Travel_Rarely,1179,"Research & Development",19,4,Medical,4,78,2,1,Developer,2,3196,12449,1,No,12,2,6,6,5,3,3
883,Travel_Rarely,1450,"Research & Development",15,2,"Life Sciences",4,52,3,5,"Research Director",4,19081,10849,5,No,11,3,25,4,2,0,3
884,Travel_Rarely,1361,Sales,17,4,"Life Sciences",3,94,3,2,"Sales Executive",2,8966,21026,3,Yes,15,3,15,7,7,1,7
885,Travel_Rarely,984,"Research & Development",17,2,"Life Sciences",4,97,3,1,Developer,4,2210,3372,1,No,13,3,1,1,0,0,0
886,Travel_Frequently,1146,Sales,25,3,Medical,2,82,3,2,"Sales Executive",1,4539,4905,1,No,12,3,10,10,7,0,1
887,Travel_Rarely,917,"Research & Development",6,4,"Life Sciences",3,60,1,1,Developer,1,2741,6865,1,No,14,3,7,7,7,1,7
888,Travel_Rarely,853,"Research & Development",7,4,"Life Sciences",3,49,3,2,Developer,1,3491,11309,1,No,13,1,10,10,7,8,9
889,Travel_Rarely,200,"Research & Development",29,4,Other,4,32,3,2,"Research Scientist",3,4541,7744,1,No,25,4,20,20,11,13,17
890,Travel_Rarely,654,Sales,21,3,Marketing,3,43,4,1,"Sales Representative",3,2678,5050,1,No,17,1,2,2,1,2,2
891,Travel_Rarely,150,"Research & Development",2,4,"Technical Degree",4,60,3,2,Developer,3,7379,17433,2,No,11,1,12,6,3,1,4
892,Non-Travel,179,HR,2,5,Medical,4,79,4,2,HR,2,6272,12858,7,No,16,3,10,4,3,0,3
893,Travel_Rarely,696,Sales,7,4,Marketing,2,52,4,2,"Sales Executive",3,5220,10893,0,Yes,18,3,12,11,7,1,9
894,Travel_Frequently,116,"Research & Development",13,3,Other,3,77,2,1,Developer,4,2743,7331,1,No,20,4,2,2,2,2,2
895,Travel_Frequently,1316,"Research & Development",2,2,"Life Sciences",4,38,3,2,"Research Scientist",1,4998,2338,4,Yes,14,3,10,8,7,0,7
896,Travel_Rarely,363,"Research & Development",1,3,"Technical Degree",3,77,1,3,Developer,2,10252,4235,2,Yes,21,4,17,7,7,7,7
897,Travel_Rarely,117,"Research & Development",9,3,Medical,1,60,3,1,"Research Scientist",3,2781,6311,0,No,13,2,15,14,10,4,10
898,Travel_Rarely,107,Sales,10,3,"Technical Degree",2,84,2,2,"Sales Executive",4,6852,11591,7,No,12,3,7,5,1,1,3
899,Travel_Rarely,1356,Sales,10,4,"Life Sciences",3,57,3,2,"Sales Executive",3,4950,20623,0,No,14,3,5,4,3,1,1
900,Travel_Rarely,1465,"Research & Development",1,3,Medical,4,63,3,1,"Research Scientist",4,3579,9369,0,Yes,21,4,12,11,9,5,7
901,Travel_Frequently,458,"Research & Development",26,5,Medical,1,60,3,3,"Research Director",2,13191,23281,3,Yes,17,3,20,1,0,0,0
902,Non-Travel,1212,Sales,8,2,Marketing,3,78,2,3,"Sales Executive",3,10377,13755,4,Yes,11,1,16,13,2,4,12
903,Travel_Rarely,1103,"Research & Development",14,3,"Life Sciences",1,42,3,1,"Research Scientist",2,2235,14377,1,Yes,14,3,9,9,7,6,8
904,Travel_Frequently,966,"Research & Development",1,4,"Life Sciences",4,53,3,3,Developer,1,10502,9659,7,No,17,2,33,5,4,1,4
905,Travel_Rarely,1117,"Research & Development",2,1,"Life Sciences",1,72,4,1,"Research Scientist",3,2011,19982,1,No,13,2,10,10,5,7,7
906,Non-Travel,504,"Research & Development",10,3,Medical,1,96,2,1,"Research Scientist",4,1859,6148,1,Yes,25,2,1,1,1,0,0
907,Travel_Rarely,1010,"Research & Development",1,3,"Life Sciences",1,97,3,1,"Research Scientist",3,3760,5598,1,No,15,2,3,3,2,1,2
908,Travel_Rarely,685,"Research & Development",3,3,"Life Sciences",4,85,3,4,"Research Director",3,17779,23474,3,No,14,3,36,10,9,0,9
909,Travel_Rarely,1332,"Research & Development",11,2,Medical,3,80,3,2,"Healthcare Representative",2,6833,17089,1,Yes,12,3,6,6,5,0,1
910,Travel_Rarely,1062,"Research & Development",24,3,Medical,3,96,2,2,"Healthcare Representative",2,6812,17198,1,No,19,2,10,10,9,1,8
911,Travel_Rarely,326,Sales,3,3,"Life Sciences",3,48,2,2,"Sales Executive",3,5171,16490,5,No,17,1,13,6,1,0,5
912,Travel_Rarely,920,"Research & Development",3,3,"Life Sciences",3,96,1,5,"Research Director",3,19740,18625,3,No,14,2,25,8,7,0,7
913,Travel_Rarely,1098,"Research & Development",4,2,Medical,1,85,2,5,Manager,1,18711,12124,2,No,13,1,23,1,0,0,0
914,Travel_Frequently,469,"Research & Development",3,3,"Technical Degree",3,46,3,1,"Research Scientist",4,3692,9256,1,No,12,1,12,11,10,0,7
915,Travel_Rarely,969,"Research & Development",2,2,"Technical Degree",4,76,4,1,Developer,4,2559,16620,5,No,11,1,7,1,0,0,0
916,Travel_Rarely,1167,"Research & Development",4,2,"Life Sciences",1,76,3,1,"Research Scientist",1,2517,3208,1,No,11,1,5,5,3,0,3
917,Travel_Rarely,1329,"Research & Development",7,3,"Life Sciences",3,82,3,2,"Healthcare Representative",3,6623,4204,1,Yes,11,1,6,6,0,1,0
918,Travel_Rarely,715,"Research & Development",1,3,"Life Sciences",4,76,2,5,"Research Director",3,18265,8733,6,No,12,1,25,1,0,0,0
919,Travel_Rarely,694,"Research & Development",1,3,"Life Sciences",4,87,2,4,"Research Director",3,16124,3423,3,No,14,3,9,7,7,1,7
920,Travel_Rarely,1320,"Research & Development",20,3,"Technical Degree",3,89,4,1,"Research Scientist",1,2585,21643,0,No,17,3,2,1,0,0,0
921,Travel_Rarely,1099,Sales,5,3,Marketing,2,88,3,5,Manager,4,18213,8751,7,No,11,2,26,22,9,3,10
922,Travel_Rarely,536,Sales,10,5,Marketing,4,82,4,3,"Sales Executive",1,8380,21708,0,Yes,14,3,10,9,8,0,8
923,Travel_Rarely,265,"Research & Development",25,3,"Life Sciences",2,57,4,1,"Research Scientist",3,2994,21221,1,Yes,12,3,1,1,0,0,1
924,Travel_Rarely,373,"Research & Development",1,2,"Life Sciences",4,47,3,1,"Research Scientist",1,1223,16901,1,No,22,4,1,1,0,0,1
925,Travel_Frequently,599,Sales,24,1,"Life Sciences",3,73,1,1,"Sales Representative",3,1118,8040,1,Yes,14,3,1,1,0,1,0
926,Travel_Rarely,583,"Research & Development",4,2,"Life Sciences",3,53,3,1,"Research Scientist",3,2875,9973,1,Yes,20,4,8,8,5,2,2
927,Travel_Rarely,1449,Sales,2,3,Marketing,1,94,1,5,Manager,4,18824,2493,2,Yes,16,3,26,24,10,1,11
928,Non-Travel,177,"Research & Development",8,1,Medical,4,37,2,4,"Healthcare Representative",4,13577,25592,1,Yes,15,2,34,33,9,15,0
929,Travel_Frequently,251,"Research & Development",10,2,"Life Sciences",1,45,2,1,Developer,1,2625,25308,1,No,20,4,2,2,2,2,2
930,Travel_Rarely,168,Sales,4,2,Marketing,4,33,2,5,Manager,4,18789,9946,2,No,14,3,26,11,4,0,8
931,Travel_Rarely,131,Sales,2,3,Marketing,3,86,3,2,"Sales Executive",2,4538,6039,0,Yes,12,3,4,3,2,0,2
932,Travel_Frequently,237,Sales,9,3,"Life Sciences",4,83,3,5,Manager,4,19847,19196,4,Yes,24,4,31,29,10,11,10
933,Travel_Rarely,1429,"Research & Development",18,4,Medical,4,67,3,3,Developer,3,10512,20002,6,No,12,2,25,9,7,5,4
934,Travel_Frequently,135,"Research & Development",19,3,Medical,3,46,3,2,Developer,4,4444,22534,4,No,13,3,15,11,8,5,10
935,Travel_Frequently,791,"Research & Development",1,4,Medical,4,44,3,1,Developer,1,2154,6842,0,Yes,11,1,5,4,2,0,2
936,Travel_Rarely,1199,"Research & Development",4,2,"Life Sciences",3,92,4,5,Manager,2,19190,17477,1,No,14,3,26,25,9,14,13
937,Travel_Frequently,648,HR,11,3,"Life Sciences",3,56,2,2,HR,4,4490,21833,4,No,11,3,14,10,9,1,8
938,Travel_Rarely,735,"Research & Development",6,1,"Life Sciences",3,66,3,1,"Research Scientist",1,3506,6020,0,Yes,14,2,4,3,2,2,2
939,Travel_Rarely,603,"Research & Development",7,4,Medical,2,78,4,2,"Research Scientist",4,2372,5628,6,Yes,16,2,18,1,0,0,0
940,Travel_Rarely,531,Sales,4,4,Marketing,4,56,2,3,"Sales Executive",3,10231,20364,3,No,14,2,23,21,7,15,17
941,Travel_Rarely,429,"Research & Development",2,4,"Life Sciences",3,53,3,2,Developer,4,5410,2323,9,Yes,11,3,18,16,14,5,12
942,Travel_Rarely,621,"Research & Development",15,3,Medical,1,73,3,3,"Healthcare Representative",3,7978,14075,1,No,11,3,10,10,7,0,5
943,Travel_Frequently,193,"Research & Development",2,3,"Life Sciences",4,52,2,1,Developer,3,3867,14222,1,Yes,12,3,2,2,2,2,2
944,Travel_Frequently,968,"Research & Development",6,2,Medical,2,40,2,1,Developer,1,2838,4257,0,No,14,3,8,7,0,7,7
945,Non-Travel,879,"Research & Development",9,2,Medical,3,72,3,2,Developer,1,4695,12858,7,Yes,18,2,10,8,4,1,7
946,Travel_Rarely,806,"Research & Development",7,3,"Technical Degree",2,39,3,1,Developer,1,3339,17285,3,Yes,13,3,10,7,7,7,7
947,Travel_Rarely,640,"Research & Development",1,3,"Technical Degree",4,84,3,1,"Research Scientist",2,2080,4732,2,No,11,3,5,3,2,1,2
948,Travel_Rarely,266,"Research & Development",1,3,Medical,4,40,3,1,"Research Scientist",4,2096,18830,1,No,18,3,2,2,2,2,1
949,Travel_Rarely,604,Sales,8,3,Medical,3,56,4,2,"Sales Executive",3,6209,11693,1,No,15,3,10,10,7,0,8
950,Travel_Frequently,364,"Research & Development",25,3,Medical,2,83,3,5,Manager,4,18061,13035,3,No,22,4,22,0,0,0,0
951,Travel_Rarely,412,"Research & Development",13,4,Medical,3,94,2,4,Manager,4,17123,17334,6,Yes,13,3,21,19,9,15,2
952,Travel_Rarely,848,"Research & Development",23,4,"Life Sciences",1,88,3,1,"Research Scientist",1,2372,26076,1,No,12,3,2,2,2,2,2
953,Travel_Rarely,1089,"Research & Development",7,2,"Life Sciences",4,79,3,2,Developer,1,4883,22845,1,No,18,1,10,10,4,1,1
954,Travel_Rarely,360,"Research & Development",23,3,Medical,3,93,3,1,"Research Scientist",2,3904,22154,0,No,13,3,6,5,2,0,3
955,Travel_Rarely,1138,"Research & Development",6,3,"Technical Degree",1,48,2,2,Developer,3,4627,23631,0,No,12,3,10,9,2,6,7
956,Travel_Rarely,325,"Research & Development",10,4,"Technical Degree",4,63,3,3,"Healthcare Representative",1,7094,5747,3,No,12,3,10,7,7,1,7
957,Travel_Rarely,991,HR,1,2,"Life Sciences",4,44,3,1,HR,2,3423,22957,6,No,12,2,10,7,6,5,7
958,Non-Travel,1476,"Research & Development",1,3,"Life Sciences",3,55,1,2,Developer,3,6674,16392,0,No,11,1,10,9,8,7,5
959,Travel_Rarely,1322,"Research & Development",28,3,"Life Sciences",4,43,3,4,"Research Director",2,16880,22422,4,Yes,11,3,25,3,2,1,2
960,Travel_Rarely,299,Sales,25,4,Marketing,4,57,2,3,"Sales Executive",4,9094,17235,2,Yes,12,3,9,5,4,1,0
961,Travel_Rarely,1030,Sales,5,3,"Life Sciences",2,64,3,3,"Sales Executive",4,8446,21534,9,Yes,19,1,10,8,7,7,7
962,Travel_Rarely,634,"Research & Development",17,4,Medical,2,95,3,3,Manager,2,11916,25927,1,Yes,23,4,9,9,1,0,8
963,Travel_Rarely,524,"Research & Development",18,2,"Life Sciences",1,32,3,2,Developer,1,4534,13352,0,No,11,3,9,8,7,1,7
964,Non-Travel,587,Sales,2,4,"Life Sciences",4,57,3,3,"Sales Executive",1,9852,8935,1,Yes,19,1,10,10,8,9,6
965,Non-Travel,256,Sales,10,2,Medical,3,40,1,2,"Sales Executive",4,6151,22074,1,No,13,3,19,19,2,11,9
966,Travel_Frequently,1060,Sales,1,3,"Life Sciences",4,54,3,1,"Sales Representative",4,2302,8319,1,Yes,11,3,3,3,2,2,2
967,Travel_Rarely,935,"Research & Development",3,3,"Life Sciences",1,89,3,1,Developer,2,2362,14669,4,No,12,1,10,3,2,1,2
968,Non-Travel,495,"Research & Development",2,1,"Life Sciences",3,37,3,4,Manager,1,17861,26582,0,Yes,13,3,21,20,8,2,10
969,Travel_Rarely,282,"Research & Development",2,2,Medical,4,58,1,5,Manager,1,19187,6992,4,No,14,3,23,19,9,9,11
970,Travel_Rarely,206,HR,8,4,"Life Sciences",4,99,3,5,Manager,4,19717,4022,6,No,14,3,36,7,3,7,7
971,Non-Travel,458,"Research & Development",16,2,"Life Sciences",3,74,3,1,"Research Scientist",1,3544,8532,9,No,16,3,6,4,2,0,0
972,Travel_Rarely,943,"Research & Development",9,3,"Life Sciences",4,86,3,3,"Healthcare Representative",3,8500,5494,0,No,11,2,10,9,7,1,6
973,Travel_Rarely,523,"Research & Development",2,3,"Life Sciences",3,98,3,2,"Research Scientist",3,4661,22455,1,No,13,1,9,9,8,8,8
974,Travel_Frequently,1018,Sales,1,3,Marketing,3,66,3,2,"Sales Executive",2,4103,4297,0,No,17,2,10,9,3,1,7
975,Travel_Frequently,482,"Research & Development",4,4,"Life Sciences",3,87,3,2,"Research Scientist",1,4249,2690,1,Yes,11,1,9,9,6,1,1
976,Travel_Rarely,770,HR,5,3,"Life Sciences",3,84,3,4,Manager,4,14026,17588,1,Yes,11,1,33,33,9,0,10
977,Travel_Rarely,1009,Sales,2,2,"Life Sciences",2,31,3,2,"Sales Executive",2,6893,19461,3,No,15,1,11,7,7,1,7
978,Travel_Rarely,507,Sales,15,2,Medical,3,66,3,2,"Sales Executive",2,6125,23553,1,No,12,1,10,10,8,9,6
979,Travel_Rarely,882,"Research & Development",19,1,Medical,4,67,3,1,Developer,3,3669,9075,3,No,11,3,7,3,2,1,2
980,Travel_Rarely,601,"Research & Development",7,4,Medical,3,53,2,3,Developer,2,10008,12023,7,Yes,14,3,31,10,9,5,9
981,Travel_Rarely,329,"Research & Development",1,4,"Life Sciences",2,88,3,1,Developer,4,2387,6762,3,No,22,1,7,4,2,0,3
